level_file,level_name,algorithm,run,found,time_sec,peak_memory_bytes,expanded_nodes,solution_length,total_cost
level_10.json,Basic Maze With Loops,BFS,2,True,0.004193449000013061,50648,80,10,10.0
level_10.json,Basic Maze With Loops,BFS,3,True,0.004144836999330437,50648,80,10,10.0
level_10.json,Basic Maze With Loops,BFS,4,True,0.004134982999858039,50648,80,10,10.0
level_10.json,Basic Maze With Loops,BFS,5,True,0.004277084000023024,50648,80,10,10.0
level_10.json,Basic Maze With Loops,DFS,1,True,0.0036613299998862203,50384,68,62,62.0
level_10.json,Basic Maze With Loops,DFS,2,True,0.0035821430001306,50384,68,62,62.0
level_10.json,Basic Maze With Loops,DFS,3,True,0.003622362999522011,50384,68,62,62.0
level_10.json,Basic Maze With Loops,DFS,4,True,0.0039014859994495055,50384,68,62,62.0
level_10.json,Basic Maze With Loops,DFS,5,True,0.003620290000071691,50384,68,62,62.0
level_10.json,Basic Maze With Loops,UCS,1,True,0.005311406999680912,57216,80,10,10.0
level_10.json,Basic Maze With Loops,UCS,2,True,0.0059245770007692045,57216,80,10,10.0
level_10.json,Basic Maze With Loops,UCS,3,True,0.005294362000313413,57216,80,10,10.0
level_10.json,Basic Maze With Loops,UCS,4,True,0.0053243769998516655,57216,80,10,10.0
level_10.json,Basic Maze With Loops,UCS,5,True,0.005543141999623913,57216,80,10,10.0
level_10.json,Basic Maze With Loops,A*,1,True,0.004140420999647176,43400,55,10,10.0
level_10.json,Basic Maze With Loops,A*,2,True,0.004144276000261016,43400,55,10,10.0
level_10.json,Basic Maze With Loops,A*,3,True,0.004132119000132661,43400,55,10,10.0
level_10.json,Basic Maze With Loops,A*,4,True,0.004131708000386425,43400,55,10,10.0
level_10.json,Basic Maze With Loops,A*,5,True,0.004142924000007042,43400,55,10,10.0
